Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,2024-08-14,2024,8,14,,27.3,,17.3,,22.3,,0,,4.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-15,2024,8,15,,28,,17.5,,22.8,,0,,4.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-16,2024,8,16,,25.6,,19.2,,22.4,,0,,4.4,,,,,,3.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-17,2024,8,17,,26.2,,20.5,,23.4,,0,,5.4,,,,,,3.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-18,2024,8,18,,27.3,,17.6,,22.4,,0,,4.4,,,,,,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-19,2024,8,19,,18.9,,13.2,,16,,2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-20,2024,8,20,,20.8,,12.2,,16.5,,1.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-21,2024,8,21,,21.9,,11.4,,16.6,,1.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-22,2024,8,22,,24.5,,12.3,,18.4,,0,,0.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-23,2024,8,23,,25.5,,14.2,,19.9,,0,,1.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-24,2024,8,24,,25.8,,15.4,,20.6,,0,,2.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-25,2024,8,25,,27.1,,17.7,,22.4,,0,,4.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-26,2024,8,26,,29.1,,18.4,,23.8,,0,,5.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-27,2024,8,27,,32.4,,20.9,,26.7,,0,,8.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-28,2024,8,28,,25,,17.6,,21.3,,0,,3.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-29,2024,8,29,,22,,17.3,,19.7,,0,,1.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-30,2024,8,30,,27.3,,17.1,,22.2,,0,,4.2,,,,,,3.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-08-31,2024,8,31,,28.4,,18.4,,23.4,,0,,5.4,,,,,,5.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-01,2024,9,1,,26.1,,15.5,,20.8,,0,,2.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-02,2024,9,2,,20.7,,12.5,,16.6,,1.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-03,2024,9,3,,22.4,,11.6,,17,,1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-04,2024,9,4,,24.6,,13.3,,19,,0,,1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-05,2024,9,5,,24.9,,16.6,,20.7,,0,,2.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-06,2024,9,6,,22.6,,14.3,,18.4,,0,,0.4,,,,,,4.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-07,2024,9,7,,16.6,,8.8,,12.7,,5.3,,0,,,,,,3.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-08,2024,9,8,,19.5,,8.4,,14,,4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-09,2024,9,9,,20.9,,13.6,,17.3,,0.7,,0,,,,,,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-10,2024,9,10,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-11,2024,9,11,,23.5,,13,,18.3,,0,,0.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-12,2024,9,12,,24.6,,14.7,,19.6,,0,,1.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-13,2024,9,13,,24.6,,16,,20.3,,0,,2.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-14,2024,9,14,,24.6,,17.1,,20.9,,0,,2.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-15,2024,9,15,,27.9,,18.4,,23.1,,0,,5.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-16,2024,9,16,,28.8,,17.6,,23.2,,0,,5.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-17,2024,9,17,,25.7,,17.3,,21.5,,0,,3.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-18,2024,9,18,,23.6,,17,,20.3,,0,,2.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-19,2024,9,19,,25.5,,17.3,,21.4,,0,,3.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-20,2024,9,20,,24.8,,16.3,,20.6,,0,,2.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-21,2024,9,21,,24.1,,18.4,,21.3,,0,,3.3,,,,,,8.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-22,2024,9,22,,24.4,,17.2,,20.8,,0,,2.8,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-23,2024,9,23,,21.9,,16.8,,19.3,,0,,1.3,,,,,,19.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-24,2024,9,24,,19.5,,17.1,,18.3,,0,,0.3,,,,,,16,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-25,2024,9,25,,22.9,,17.2,,20,,0,,2,,,,,,3.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-26,2024,9,26,,24.9,,16.7,,20.8,,0,,2.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-27,2024,9,27,,22.7,,14.6,,18.7,,0,,0.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-28,2024,9,28,,22.5,,18.6,,20.5,,0,,2.5,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-29,2024,9,29,,22.8,,17.3,,20.1,,0,,2.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-09-30,2024,9,30,,22.7,,16.7,,19.7,,0,,1.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-01,2024,10,1,,21.7,,12,,16.9,,1.1,,0,,,,,,5.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-02,2024,10,2,,18.6,,10.5,,14.6,,3.4,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-03,2024,10,3,,21.9,,10.6,,16.2,,1.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-04,2024,10,4,,22,,11.9,,17,,1,,0,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-05,2024,10,5,,19.6,,9.3,,14.4,,3.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-06,2024,10,6,,23.9,,13.8,,18.9,,0,,0.9,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-07,2024,10,7,,16.9,,9.7,,13.3,,4.7,,0,,,,,,1.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-08,2024,10,8,,14.9,,6.7,,10.8,,7.2,,0,,,,,,3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-09,2024,10,9,,14.6,,5.9,,10.2,,7.8,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-10,2024,10,10,,14.6,,4.7,,9.6,,8.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-11,2024,10,11,,22.3,,5.9,,14.1,,3.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-12,2024,10,12,,16.6,,9.6,,13.1,,4.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-13,2024,10,13,,12.9,,8.9,,10.9,,7.1,,0,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-14,2024,10,14,,11.3,,5.4,,8.3,,9.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-15,2024,10,15,,11.5,,3.3,,7.4,,10.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-16,2024,10,16,,11.1,,4,,7.6,,10.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-17,2024,10,17,,13.9,,3.3,,8.6,,9.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-18,2024,10,18,,17.7,,4.9,,11.3,,6.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-19,2024,10,19,,18.1,,6.7,,12.4,,5.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-20,2024,10,20,,21.5,,8.8,,15.2,,2.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-21,2024,10,21,,23.1,,12.6,,17.9,,0.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-22,2024,10,22,,22.9,,12.9,,17.9,,0.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-23,2024,10,23,,22.4,,8.9,,15.7,,2.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-24,2024,10,24,,12.1,,6.7,,9.4,,8.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-25,2024,10,25,,12.9,,6.3,,9.6,,8.4,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-26,2024,10,26,,12.9,,4,,8.5,,9.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-27,2024,10,27,,12.9,,1.8,,7.4,,10.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-28,2024,10,28,,10.4,,5.4,,7.9,,10.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-29,2024,10,29,,15.9,,6.6,,11.3,,6.7,,0,,,,,,9.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-30,2024,10,30,,21.4,,14.8,,18.1,,0,,0.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-10-31,2024,10,31,,21.5,,15,,18.3,,0,,0.3,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-01,2024,11,1,,16.9,,4.1,,10.5,,7.5,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-02,2024,11,2,,8.6,,1.9,,5.3,,12.7,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-03,2024,11,3,,10.7,,3.8,,7.2,,10.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-04,2024,11,4,,16.8,,10.2,,13.5,,4.5,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-05,2024,11,5,,22.6,,15.7,,19.1,,0,,1.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-06,2024,11,6,,20.9,,12.5,,16.7,,1.3,,0,,,,,,0.5,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-07,2024,11,7,,14.3,,8.9,,11.6,,6.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-08,2024,11,8,,13.5,,4.9,,9.2,,8.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-09,2024,11,9,,9.3,,2.5,,5.9,,12.1,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-10,2024,11,10,,13.3,,7.4,,10.4,,7.6,,0,,,,,,8.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-11,2024,11,11,,12.8,,4.5,,8.6,,9.4,,0,,,,,,2.2,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-12,2024,11,12,,7.9,,1,,4.5,,13.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-13,2024,11,13,,8.3,,0.8,,4.5,,13.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-14,2024,11,14,,9.7,,6.2,,8,,10,,0,,,,,,1.6,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-15,2024,11,15,,8.9,,6.5,,7.7,,10.3,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-16,2024,11,16,,9.9,,4,,7,,11,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-17,2024,11,17,,11.2,,3.8,,7.5,,10.5,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-18,2024,11,18,,14.6,,6.6,,10.6,,7.4,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-19,2024,11,19,,10.7,,6.5,,8.6,,9.4,,0,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-20,2024,11,20,,10.1,,5.2,,7.7,,10.3,,0,,,,,,19.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-21,2024,11,21,,5.9,,3.3,,4.6,,13.4,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-22,2024,11,22,,8,,4.6,,6.3,,11.7,,0,,,,,,1.3,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-23,2024,11,23,,9.5,,3.1,,6.3,,11.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-24,2024,11,24,,8.2,,2,,5.1,,12.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-25,2024,11,25,,7.5,,0.9,,4.2,,13.8,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-26,2024,11,26,,8,,3.1,,5.6,,12.4,,0,,,,,,5.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-27,2024,11,27,,5.6,,0.6,,3.1,,14.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-28,2024,11,28,,7,,1.5,,4.2,,13.8,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-29,2024,11,29,,2.5,,-1.5,,0.5,,17.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-11-30,2024,11,30,,0.9,,-2.9,,-1,,19,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-01,2024,12,1,,2,,-2.8,,-0.4,,18.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-02,2024,12,2,,3.2,,-3.4,,-0.1,,18.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-03,2024,12,3,,2.9,,-2.4,,0.3,,17.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-04,2024,12,4,,2.1,,-0.5,,0.8,,17.2,,0,,,,,,3.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-05,2024,12,5,,1.6,,-5.1,,-1.7,,19.7,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-06,2024,12,6,,-0.7,,-6.7,,-3.7,,21.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-07,2024,12,7,,5.2,,-2,,1.6,,16.4,,0,,,,,,2.1,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-08,2024,12,8,,7.8,,3.6,,5.7,,12.3,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-09,2024,12,9,,4.2,,0.3,,2.3,,15.7,,0,,,,,,3.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-10,2024,12,10,,9.4,,4.2,,6.8,,11.2,,0,,,,,,5.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-11,2024,12,11,,6.6,,0.1,,3.4,,14.6,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-12,2024,12,12,,0.2,,-7.3,,-3.6,,21.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-13,2024,12,13,,-2.2,,-7.5,,-4.9,,22.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-14,2024,12,14,,0.3,,-7.2,,-3.4,,21.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-15,2024,12,15,,4.4,,-0.8,,1.8,,16.2,,0,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-16,2024,12,16,,8.5,,4.2,,6.4,,11.6,,0,,,,,,13.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-17,2024,12,17,,9.3,,3.9,,6.6,,11.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-18,2024,12,18,,4.1,,1.6,,2.9,,15.1,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-19,2024,12,19,,1.7,,-2.6,,-0.4,,18.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-20,2024,12,20,,-1.9,,-5.2,,-3.5,,21.5,,0,,,,,,2.3,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-21,2024,12,21,,-4.8,,-15.1,,-10,,28,,0,,,,,,0.1,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-22,2024,12,22,,-6.9,,-16.3,,-11.6,,29.6,,0,,,,,,0,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-23,2024,12,23,,1.4,,-7,,-2.8,,20.8,,0,,,,,,9.2,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-24,2024,12,24,,2.1,,-1.3,,0.4,,17.6,,0,,,,,,0.2,,7,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-25,2024,12,25,,-0.1,,-1.8,,-1,,19,,0,,,,,,0.1,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-26,2024,12,26,,1.1,,-1.3,,-0.1,,18.1,,0,,,,,,0,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-27,2024,12,27,,2.4,,0.9,,1.6,,16.4,,0,,,,,,0.2,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-28,2024,12,28,,11.2,,1.9,,6.5,,11.5,,0,,,,,,0.9,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-29,2024,12,29,,11.8,,4.5,,8.1,,9.9,,0,,,,,,23.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-30,2024,12,30,,9.1,,2.7,,5.9,,12.1,,0,,,,,,2.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2024-12-31,2024,12,31,,5,,0.8,,2.9,,15.1,,0,,,,,,2.9,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-01-01,2025,1,1,,2.8,,-0.2,,1.3,,16.7,,0,,0.7,,0,T,0.7,,,,30,,62,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-02,2025,1,2,,0.4,,-3.4,,-1.5,,19.5,,0,,0,,1.8,,1.8,,0,T,26,,59,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-03,2025,1,3,,-0.3,,-5.1,,-2.7,,20.7,,0,,0,,0,T,0,T,1,,29,,60,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-04,2025,1,4,,-1.8,,-7,,-4.4,,22.4,,0,,0,,0,T,0,T,0,T,27,,71,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-05,2025,1,5,,-0.8,,-6.4,,-3.6,,21.6,,0,,0,,0,T,0,T,0,T,26,,50,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-06,2025,1,6,,-3.6,,-9.8,,-6.7,,24.7,,0,,0,,0,T,0,T,0,T,1,,42,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-07,2025,1,7,,-4,,-9.3,,-6.7,,24.7,,0,,0,,2.4,,2.4,,1,,29,,55,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-08,2025,1,8,,-5.8,,-12.9,,-9.4,,27.4,,0,,0,,0,,0,,1,,31,,53,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-09,2025,1,9,,-4.1,,-12.8,,-8.5,,26.5,,0,,0,,0,T,0,T,0,T,34,,35,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-10,2025,1,10,,-2.6,,-12.4,,-7.5,,25.5,,0,,0,,5.2,,4.2,,0,T,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-01-11,2025,1,11,,0.2,,-5.8,,-2.8,,20.8,,0,,0,,4,,2.6,,8,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-01-12,2025,1,12,,1.7,,-4.7,,-1.5,,19.5,,0,,0,,0.4,,0.4,,8,,20,,34,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-13,2025,1,13,,1.3,,-8.2,,-3.5,,21.5,,0,,0,,0.6,,0.6,,6,,26,,59,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-14,2025,1,14,,-5.7,,-9.3,,-7.5,,25.5,,0,,0,,0,T,0,T,4,,28,,59,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-15,2025,1,15,,-3.5,,-11.4,,-7.5,,25.5,,0,,0,,0,T,0,T,3,,25,,39,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-16,2025,1,16,,-1.7,,-7.8,,-4.8,,22.8,,0,,0,,2.6,,2.2,,3,,25,,35,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-17,2025,1,17,,2.6,,-2.5,,0.1,,17.9,,0,,0,,0.8,,0.6,,6,,21,,40,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-18,2025,1,18,,4.1,,-6.5,,-1.2,,19.2,,0,,0.6,,0.4,,1,,2,,31,,45,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-19,2025,1,19,,-5.9,,-11.1,,-8.5,,26.5,,0,,0,,0.6,,0.6,,0,T,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-01-20,2025,1,20,,-9.8,,-14.3,,-12.1,,30.1,,0,,0,,0.2,,0.2,,1,,26,,61,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-21,2025,1,21,,-10.6,,-17.1,,-13.9,,31.9,,0,,0,,0,,0,,1,,25,,49,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-22,2025,1,22,,-9.4,,-18.5,,-14,,32,,0,,0,,0.4,,0.4,,0,T,21,,42,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-23,2025,1,23,,-3.9,,-9.5,,-6.7,,24.7,,0,,0,,0,T,0,T,1,,25,,39,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-24,2025,1,24,,-3.7,,-10.1,,-6.9,,24.9,,0,,0,,0,T,0,T,0,T,25,,34,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-25,2025,1,25,,-1,,-9.2,,-5.1,,23.1,,0,,0,,0,T,0,T,0,T,25,,51,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-26,2025,1,26,,0.3,,-6.2,,-3,,21,,0,,0,,0,T,0,T,0,T,26,,50,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-27,2025,1,27,,1.4,,-6.5,,-2.6,,20.6,,0,,0,,0.6,,0.6,,0,T,22,,67,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-28,2025,1,28,,2.4,,-11.8,,-4.7,,22.7,,0,,0,,5.2,,4.8,,1,,33,,63,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-29,2025,1,29,,2.5,,-9,,-3.3,,21.3,,0,,0.6,,0,T,0.6,,5,,31,,71,
-79.63,43.68,TORONTO INTL A,6158731,2025-01-30,2025,1,30,,-0.3,,-9.1,,-4.7,,22.7,,0,,0,,0,,0,,4,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-01-31,2025,1,31,,1.8,,-10.3,,-4.3,,22.3,,0,,0,,0,T,0,T,3,,34,,59,
-79.63,43.68,TORONTO INTL A,6158731,2025-02-01,2025,2,1,,-8.6,,-14,,-11.3,,29.3,,0,,0,,0,,0,,2,,35,,59,
-79.63,43.68,TORONTO INTL A,6158731,2025-02-02,2025,2,2,,-3.7,,-11.8,,-7.8,,25.8,,0,,0,,1,,1,,2,,11,,38,
-79.63,43.68,TORONTO INTL A,6158731,2025-02-03,2025,2,3,,1.7,,-4.2,,-1.3,,19.3,,0,,0.4,,0.8,,1.2,,3,,31,,39,
-79.63,43.68,TORONTO INTL A,6158731,2025-02-04,2025,2,4,,-1.2,,-9.7,,-5.5,,23.5,,0,,0,,0,T,0,T,3,E,31,,58,
-79.63,43.68,TORONTO INTL A,6158731,2025-02-05,2025,2,5,,-4.6,,-10.2,,-7.4,,25.4,,0,,0,,0,,0,,2,,10,,34,
-79.63,43.68,TORONTO INTL A,6158731,2025-02-06,2025,2,6,,0.6,,-4.8,,-2.1,,20.1,,0,,0.4,,2.8,,3.2,,3,,26,,85,
